From,To,AvgDelay,Distance
SEA,IAH,169,212
SFO,PDX,132,3107
BWI,DTW,177,4028
JFK,HNL,86,4883
BWI,MSP,170,348
MDW,CVG,180,1452
MDW,STL,100,634
IAH,BOS,39,818
RDU,ORD,69,2970
SLC,PHL,131,695
IND,CMH,127,1492
PIT,CMH,46,4624
MIA,PIT,80,1342
MIA,AUS,50,2585
PIT,RDU,35,1715
PHX,STL,28,3348
FLL,ATL,138,3955
CLE,CLT,84,2719
HNL,SFO,83,1550
OAK,DEN,50,523
OAK,MCO,88,3847
STL,RDU,168,1817
SLC,CLT,166,1160
PIT,PHL,172,299
LAS,DFW,18,2582
TPA,ORD,28,2488
HNL,MKE,116,1585
JFK,BOS,39,4910
IAH,IND,130,2027
OAK,CLT,129,3984
SAN,SFO,103,3865
DEN,SFO,160,3283
DCA,JFK,150,1412
ORD,BWI,75,2739
ATL,LAS,179,551
CLT,BWI,84,4878
ORD,SEA,57,334
OAK,SJC,89,1439
LAS,FLL,180,3972
PHL,IAH,11,1726
MKE,SLC,169,895
ORD,STL,37,3037
MCO,BWI,167,3941
SEA,IAH,64,3271
ORD,MCO,120,4228
CMH,RDU,146,4178
MCO,MIA,98,2897
CLT,IAH,174,735
PDX,PIT,123,240
MSP,ORD,50,4129
HNL,DCA,54,2636
PDX,MKE,8,3659
DCA,SEA,12,1627
CVG,ORD,22,1706
SLC,DEN,16,527
SMF,CMH,20,4107
PIT,SJC,152,543
SFO,LAS,153,2150
MIA,IND,132,4927
ATL,PHX,66,4322
LAS,BOS,36,2821
MDW,IND,35,1245
MSY,SMF,76,1116
CLE,CLT,36,2576
DEN,PHX,14,1957
JFK,RDU,93,1723
CLE,JFK,171,2441
SJC,MSP,27,2649
DFW,ATL,98,3032
IAH,ORD,165,3366
BWI,DCA,73,398
MIA,CVG,81,3401
CLT,PIT,108,4608
SFO,SAN,129,3445
DFW,PHL,23,4594
DFW,CLE,94,547
MKE,DFW,176,2077
OAK,DFW,28,2272
DEN,SMF,157,3012
MDW,IAH,145,2148
SJC,SAN,92,3622
SMF,LAX,122,237
MCO,PHX,135,2816
MSY,SAN,169,1780
MIA,DEN,177,4583
CMH,MKE,90,1280
PIT,PHX,173,2782
LAS,SFO,51,221
IND,RDU,25,4140
TPA,IND,88,1971
OAK,CVG,22,986
MIA,DEN,13,4149
MKE,LAX,170,2281
DEN,TPA,113,1871
DFW,TPA,104,4440
CLE,DFW,109,985
CLT,LAX,7,3351
CMH,LAS,119,3968
FLL,DTW,148,2890
SLC,LAX,8,2361
OAK,SFO,161,1001
PHL,ATL,152,3309
SMF,FLL,165,2161
HNL,SLC,72,2543
PDX,SFO,128,1080
PHL,ORD,84,2323
MSP,SMF,84,1546
IAH,FLL,126,818
MDW,SEA,78,4532
PIT,CMH,108,554
ORD,TPA,125,2788
ORD,ATL,55,1614
DEN,SEA,99,2911
CVG,MSP,33,4992
DTW,PIT,90,3840
PHL,DTW,28,4230
PHX,MIA,141,402
BOS,MDW,94,1110
IND,CMH,120,4132
DCA,FLL,153,2052
TPA,CMH,101,3367
MDW,MCO,133,3302
SAN,ORD,153,2148
HNL,DCA,47,4058
MKE,ATL,150,4974
STL,DCA,24,2621
JFK,MSP,42,1916
HNL,CLE,22,4394
DTW,BOS,87,3997
IND,SFO,10,2657
MSY,BWI,112,2799
BOS,LAX,169,1193
PHL,SAN,27,4422
HNL,SEA,153,2130
DFW,MDW,89,1445
BOS,AUS,22,1408
LAS,MCO,17,2951
FLL,MDW,113,1737
SAN,DFW,80,2431
STL,SLC,32,425
PHX,OAK,170,2423
IND,JFK,164,874
SJC,MCO,39,2079
BOS,DCA,104,2127
DFW,SJC,166,3700
ATL,DEN,100,399
DEN,PHL,126,4049
DEN,BOS,130,513
CLE,MSY,132,516
CMH,PIT,18,1032
STL,PHL,21,506
PIT,SFO,105,2997
LAX,PDX,162,1531
SEA,ATL,153,4405
MCO,PDX,79,3616
MSY,RDU,30,951
LAX,CLE,114,4075
DCA,SJC,141,2535
DCA,IND,19,887
ATL,LAS,170,1876
TPA,PDX,96,3395
JFK,MKE,158,3093
HNL,ORD,146,4129
SJC,MKE,113,3189
CMH,IND,112,2426
MKE,STL,33,1854
JFK,DCA,171,2932
CVG,IAH,45,3190
SAN,MSP,89,4658
MSP,PHX,95,3278
MDW,AUS,149,242
IND,SAN,54,631
SAN,BWI,147,4151
OAK,LAX,7,1361
SMF,HNL,18,1498
DTW,SAN,100,2938
JFK,SJC,7,4023
CMH,MSP,34,2518
STL,CVG,108,1940
SJC,PDX,16,2639
DCA,DEN,79,4394
CVG,STL,18,963
IND,MIA,73,1638
MIA,BWI,78,2162
JFK,STL,17,2562
SEA,HNL,43,1520
AUS,CLE,44,2991
LAX,SFO,113,1335
TPA,DEN,88,4468
CVG,STL,140,4483
MDW,LAX,64,3687
CLE,SLC,177,1588
IND,SJC,109,2965
MSY,CLE,46,2905
CLT,CMH,90,4281
SAN,DEN,103,615
OAK,HNL,132,246
AUS,PHX,14,3348
SJC,FLL,35,2335
SJC,DTW,41,2395
MIA,BWI,64,4133
CVG,SEA,143,1794
PHL,SEA,139,1928
HNL,SJC,48,4769
LAS,HNL,179,254
OAK,MDW,98,4391
JFK,FLL,112,2353
PDX,ATL,176,4671
SFO,DFW,156,1190
CMH,BWI,10,3788
PDX,ATL,78,2378
SLC,RDU,162,3997
SEA,JFK,175,4087
AUS,DFW,90,2110
MCO,MKE,106,2953
RDU,MKE,144,3255
CLE,MCO,57,4383
SFO,SMF,39,188
SLC,MDW,101,667
BOS,ATL,112,4804
CVG,DCA,113,2218
BWI,PHX,131,2016
BOS,MDW,84,4189
FLL,DCA,164,3687
AUS,SAN,126,1135
BOS,SFO,120,960
SFO,CVG,126,1855
ORD,JFK,122,2038
STL,SLC,81,4282
OAK,PHL,36,3549
DFW,SJC,70,4384
MIA,DEN,121,1229
OAK,LAS,62,4325
ATL,CLE,28,1231
TPA,IAH,99,1062
BWI,BOS,43,542
PDX,LAX,170,1052
CMH,TPA,75,2387
BOS,DEN,84,4235
SEA,AUS,159,1803
AUS,BOS,36,4022
MSP,TPA,5,2243
SAN,BOS,14,4019
SMF,IAH,54,3235
SEA,AUS,42,4862
IND,SAN,144,351
SEA,ORD,78,3812
ATL,LAX,49,3204
SFO,PHX,16,1470
STL,JFK,23,4789
HNL,AUS,124,147
SJC,AUS,112,4598
DCA,LAX,74,3597
PDX,IND,85,1336
IAH,DCA,107,454
DFW,PDX,117,4995
MSY,MSP,78,3166
PHX,IAH,121,3126
CMH,SEA,85,1647
MIA,MSY,36,1292
IAH,CLE,52,1168
SJC,CVG,163,3635
MIA,SEA,101,4785
BWI,DTW,59,1500
DCA,TPA,166,4683
MIA,MSY,30,395
TPA,LAS,135,3059
SMF,BOS,156,2333
CMH,MCO,109,670
MKE,LAS,89,3026
JFK,PDX,36,4518
DFW,FLL,54,3362
MSP,SMF,71,576
DCA,JFK,87,4049
PHL,SMF,105,4906
SFO,DCA,6,2617
DCA,DFW,176,1312
BWI,DCA,42,1694
IND,RDU,65,4954
CMH,SEA,165,4509
SEA,SMF,96,2565
CLE,IAH,150,1534
SEA,ORD,80,2172
DEN,JFK,107,737
MDW,CVG,169,619
SLC,AUS,169,1953
JFK,TPA,152,1794
FLL,STL,155,3536
OAK,JFK,141,3477
ATL,CVG,103,4389
MSP,BOS,11,744
SLC,SMF,138,3010
IAH,PIT,64,920
MCO,SAN,87,3167
MKE,ATL,59,4849
BWI,OAK,120,1600
TPA,LAS,77,3109
ORD,ATL,34,364
OAK,TPA,165,2863
CLT,SJC,165,359
MDW,OAK,59,1455
MKE,TPA,95,1969
SLC,DTW,21,4792
LAX,FLL,93,888
JFK,CVG,103,2495
STL,IND,58,3884
TPA,SJC,149,4702
SEA,JFK,85,296
IAH,JFK,122,2702
MSP,IAH,123,1631
LAS,MKE,133,364
SFO,TPA,99,4786
DTW,RDU,94,1683
ORD,MSY,66,1077
AUS,PIT,26,812
ORD,CVG,11,3651
IND,SJC,45,3869
CMH,AUS,32,4061
JFK,DEN,70,831
DTW,SMF,65,1937
FLL,SMF,128,3786
TPA,BOS,80,3819
MSY,PHX,119,4359
FLL,CLT,6,413
STL,DEN,51,2551
HNL,PHL,90,3932
ORD,CVG,148,3323
BOS,CLE,38,365
DTW,CVG,43,2366
HNL,PHL,109,4456
RDU,IAH,120,2120
SEA,JFK,7,2211
SAN,PDX,114,1225
BOS,AUS,18,1612
MSP,SMF,110,2466
AUS,RDU,13,3736
MDW,CLE,78,4189
MIA,DEN,26,4102
CLT,BWI,103,1646
MIA,PHL,98,2222
DEN,ATL,39,4017
LAS,STL,35,4705
AUS,ATL,160,1759
PDX,MSP,166,3229
DCA,PDX,164,1975
HNL,MSP,134,3557
DFW,SFO,57,3364
JFK,MKE,26,2094
FLL,CVG,92,3367
MCO,RDU,68,749
SJC,MSY,131,4258
MIA,LAS,77,4016
SAN,SMF,105,3163
BWI,SLC,143,3200
PIT,MSP,97,2899
LAX,DEN,17,4404
MSP,CLT,50,249
MDW,BOS,145,4371
PHL,HNL,144,4908
CLE,SFO,180,1274
OAK,LAX,9,3112
SMF,SJC,72,2335
PIT,IND,84,1489
CMH,SFO,160,3885
SLC,PHX,73,1685
JFK,DTW,27,4052
DEN,OAK,175,3146
IAH,MSY,174,4247
MCO,IAH,60,1955
LAS,CVG,88,356
DFW,ORD,78,119
DCA,STL,119,3373
CLE,BOS,7,861
IAH,CLT,139,1430
MIA,MSY,75,1898
MSY,SMF,51,4349
IAH,RDU,95,3458
OAK,MCO,144,2326
PDX,DCA,77,856
SMF,FLL,172,3654
PIT,PDX,79,947
SFO,TPA,21,2071
CLE,MIA,99,2131
CLT,CVG,116,3931
AUS,MSP,107,4123
OAK,LAX,84,582
JFK,FLL,76,3234
SMF,SFO,153,617
LAS,DEN,160,2995
BWI,SLC,18,4741
BWI,BOS,142,4165
CMH,SAN,16,674
MSY,SEA,82,2229
AUS,SAN,118,2108
CLT,PHX,149,1345
SJC,PIT,163,3539
SAN,MIA,165,914
SLC,DTW,50,2505
DFW,LAX,22,4200
DCA,HNL,119,3437
MCO,DCA,66,2617
MIA,PHL,171,802
MSP,PDX,64,458
CVG,IND,60,1108
RDU,BWI,35,3437
MDW,JFK,7,167
PIT,LAS,153,3414
DEN,SEA,138,2413
MDW,PHL,61,1867
MSY,IND,107,828
DCA,MCO,163,338
CLT,FLL,73,2031
SLC,FLL,54,2892
SLC,LAX,46,191
MCO,PHX,124,3953
BOS,DFW,180,1902
RDU,SAN,81,4578
MKE,CVG,47,3851
RDU,FLL,157,4835
BWI,RDU,6,4205
CVG,HNL,20,4163
SJC,TPA,49,239
RDU,ORD,130,3761
IND,HNL,60,3897
BWI,DCA,89,4644
SFO,HNL,130,3873
STL,HNL,21,1650
SMF,DFW,40,3994
SAN,SMF,34,4722
OAK,CLT,114,3347
MSP,DEN,167,1752
MKE,ATL,65,1676
AUS,PHL,80,3993
MSY,JFK,63,682
RDU,SJC,50,3348
SLC,MSY,18,4023
IAH,LAX,164,1728
FLL,BOS,24,202
FLL,BWI,104,666
CLT,SAN,178,1611
CLT,SEA,145,4968
ATL,CLT,70,2082
SEA,MCO,16,238
CMH,LAS,100,567
BWI,MKE,154,2860
MKE,SFO,38,219
CLT,TPA,41,1348
CLE,MCO,143,1108
SEA,LAX,12,3604
BWI,TPA,98,549
STL,JFK,143,3382
PHX,SLC,75,4222
JFK,PHL,30,3641
HNL,ATL,15,1188
HNL,PHX,84,1924
MKE,PHX,80,3007
AUS,STL,110,2925
STL,MIA,25,3248
OAK,DEN,143,1514
LAS,MDW,50,2166
MCO,DFW,47,2802
PHL,MSP,167,1859
FLL,RDU,30,2736
PHL,CLT,48,4520
CLE,SEA,79,1318
CLT,PIT,49,3754
STL,SLC,16,1061
CMH,AUS,32,1459
SEA,ORD,180,1701
RDU,BOS,55,4168
SMF,JFK,13,3903
MSP,DTW,131,4416
PDX,LAS,95,453
SEA,MDW,36,3460
TPA,SFO,58,427
CLE,FLL,93,312
BOS,TPA,76,520
PHL,TPA,83,4530
CLE,PHX,100,319
LAS,DEN,111,1478
ORD,FLL,102,1566
RDU,CVG,141,1004
PHL,LAX,72,1585
SFO,SJC,14,1947
DEN,OAK,131,4198
LAX,AUS,45,1417
MIA,SLC,40,1922
TPA,DCA,12,662
DFW,LAS,148,4075
SJC,PDX,95,4632
AUS,TPA,123,4234
PDX,AUS,63,281
FLL,MDW,43,4296
PIT,HNL,101,1334
MSP,PDX,99,3868
SEA,LAS,40,817
CVG,LAX,173,3995
DFW,PHX,61,1359
BWI,CMH,63,2247
LAX,MDW,21,2872
PIT,PHX,22,2247
CMH,BOS,101,1959
CMH,PHL,127,4687
SEA,IAH,29,3144
FLL,BWI,150,3431
AUS,DFW,110,1469
CLE,MSY,31,1778
PHL,MIA,151,3656
DEN,DFW,68,1101
JFK,ORD,93,3516
DTW,FLL,94,1431
MDW,SEA,79,1086
PHX,SJC,127,1875
DEN,SAN,114,596
SAN,IAH,47,2920
MSP,SMF,90,1699
HNL,PIT,162,904
SJC,CLT,72,3138
CLE,PHL,148,2263
RDU,PIT,42,775
DTW,MDW,133,2915
PDX,SMF,96,1803
IAH,CLT,135,4696
SFO,PDX,48,3624
SLC,SJC,28,582
SFO,ATL,105,1758
CVG,SFO,86,3571
LAS,IND,123,3478
OAK,MCO,153,4118
PHX,LAX,43,1343
FLL,LAX,62,934
TPA,DEN,21,4539
JFK,CLT,27,1249
DEN,PHX,119,4904
CLE,CMH,81,4763
LAS,DCA,104,3448
SMF,RDU,60,1915
MSY,DEN,40,3733
IND,MDW,161,141
BOS,OAK,78,699
SLC,SJC,170,185
MSY,MSP,164,1542
SLC,ATL,114,604
MDW,BWI,155,4715
ATL,SAN,5,3823
SAN,SJC,112,2397
MSY,MIA,25,681
PHL,PHX,20,4327
PDX,CLT,25,181
MIA,SJC,102,1531
TPA,BWI,44,418
ORD,SFO,33,1259
MDW,DEN,124,2883
SEA,IND,111,3692
SLC,PDX,136,2194
MSP,LAX,105,622
MSP,MIA,27,3761
DFW,TPA,126,4997
MSY,CLE,110,3341
IAH,LAS,22,1209
SAN,MIA,131,1551
SJC,DEN,143,4830
CMH,CLE,96,4216
ATL,MCO,171,4712
CLE,SLC,23,2932
DFW,SFO,87,4665
MSP,BOS,161,372
STL,BWI,43,4880
PHX,SMF,69,2804
OAK,SAN,168,4044
MSP,SLC,176,1241
TPA,MSY,157,2097
FLL,BOS,107,4505
DFW,LAS,61,2299
JFK,CLT,75,1545
BOS,ATL,170,2424
OAK,SFO,54,1679
MDW,LAS,31,4783
SAN,SJC,113,2025
PHL,RDU,82,1802
CVG,BOS,96,1913
FLL,RDU,99,3592
CLE,PHX,134,3353
SMF,SEA,129,2905
PDX,SAN,137,3789
MIA,ATL,15,2946
CLE,MIA,112,4634
ATL,SAN,135,612
BOS,PHX,151,4519
MCO,SJC,174,274
ATL,OAK,73,617
OAK,DTW,58,1909
DCA,LAS,61,4399
IND,HNL,143,2646
HNL,OAK,100,2334
PHL,ATL,68,4293
TPA,IND,17,2852
MIA,SAN,19,3614
DCA,CVG,23,1413
JFK,IAH,70,2859
SLC,BOS,48,2193
CLT,SAN,19,1773
SEA,FLL,114,4810
JFK,DEN,45,1799
IND,ATL,56,609
HNL,PHX,59,1729
STL,PHX,95,2186
MCO,TPA,82,3005
MDW,CVG,30,194
CVG,MSP,132,676
BWI,IND,166,3749
PIT,ATL,157,1421
JFK,STL,36,4975
DTW,JFK,66,2237
SLC,CMH,113,2841
TPA,MIA,126,2450
RDU,CLE,95,3212
CVG,MDW,15,2365
ATL,FLL,29,3519
DEN,CMH,154,371
ATL,MCO,164,1882
PIT,MDW,55,1724
SAN,DTW,18,4405
FLL,ORD,158,4249
SAN,FLL,158,479
CVG,CMH,104,3973
HNL,MKE,14,3299
CLT,LAS,126,691
JFK,DEN,64,2520
BOS,FLL,62,5000
DEN,DFW,173,3528
DFW,DEN,116,1408
RDU,SFO,25,3295
FLL,PIT,30,4940
OAK,ORD,64,1536
LAX,RDU,32,3639
FLL,SLC,93,2824
SEA,DEN,71,1175
PHX,MSP,24,2047
DFW,PIT,41,4471
MDW,DFW,5,4222
MSP,HNL,67,495
CMH,PDX,145,4006
STL,TPA,72,4527
BOS,JFK,98,3608
SFO,SAN,152,1817
MDW,DFW,45,3951
PDX,MKE,79,2073
MCO,SMF,94,1067
SMF,MIA,136,1157
CLE,AUS,166,3616
SJC,PHX,106,2719
CMH,MSY,123,3469
SMF,BOS,162,225
FLL,CMH,143,2350
HNL,STL,117,3769
LAS,RDU,131,1667
MDW,MIA,165,4707
PDX,MKE,117,1348
MCO,SFO,128,3025
PHL,RDU,36,2362
LAX,MKE,154,3951
DEN,DCA,80,735
PHX,IAH,143,1972
CVG,DFW,82,1576
HNL,PHL,15,2222
MSY,OAK,47,2595
CLT,PHX,133,1195
ORD,STL,156,4121
IND,CVG,142,2042
ORD,DTW,136,3594
ORD,BWI,68,4335
PHL,DCA,91,3842
LAX,TPA,116,3216
MDW,SMF,36,995
CMH,SFO,15,3438
SLC,PIT,26,4118
SAN,TPA,14,2343
MIA,SMF,61,4242
PDX,DCA,78,4168
OAK,CLE,60,2641
CLE,SJC,99,4714
DFW,PHL,63,173
MSP,TPA,19,1866
DEN,PIT,165,3214
RDU,DFW,83,3500
SFO,AUS,92,3925
SJC,TPA,28,2527
IAH,PHL,37,4908
STL,MSY,15,2285
IAH,AUS,24,4300
DFW,STL,48,2595
MIA,CMH,155,2244
SEA,IAH,89,3353
ATL,IAH,148,3755
DTW,JFK,161,995
SEA,MCO,124,707
AUS,LAX,99,1246
CVG,HNL,56,4744
CLE,SFO,10,1645
DFW,PHL,135,416
TPA,FLL,14,4345
CLT,FLL,94,2449
SEA,MKE,41,4620
MKE,CMH,76,4214
IND,CLE,169,4781
MSY,PHL,163,2194
CVG,LAS,40,1206
BOS,DFW,160,1299
CMH,JFK,73,3845
STL,CLE,14,1972
DCA,DFW,97,3519
ORD,STL,48,513
DFW,SJC,155,176
DFW,RDU,24,4577
PHL,MIA,20,639
AUS,HNL,54,383
LAS,SJC,85,2080
MSY,DTW,29,1042
DEN,CVG,99,2044
PIT,MSP,172,1792
ORD,BWI,100,2937
BWI,LAX,140,148
MSP,SEA,157,4173
MSP,BWI,34,4705
PIT,MDW,79,558
BOS,LAX,134,3608
CMH,SFO,58,2790
SAN,IAH,128,2973
SFO,SAN,79,456
DTW,MKE,156,4598
STL,LAX,73,4772
IAH,PHX,121,2843
SAN,IND,81,736
MKE,SJC,117,3788
MSY,SLC,156,1850
MCO,MDW,103,4486
PHL,RDU,77,3204
RDU,MSY,123,2933
DTW,SLC,148,3642
IAH,PIT,44,3146
LAX,SLC,49,1160
CMH,FLL,119,1978
MDW,TPA,87,549
MSP,BOS,141,3747
SFO,ORD,156,106
CLE,PHL,133,2335
IND,DFW,109,3627
IND,BWI,92,4582
BOS,SEA,34,1798
CMH,STL,101,4933
IND,FLL,59,3056
ATL,DEN,74,1385
MDW,CLE,73,2364
ORD,PIT,23,717
MSY,BWI,76,969
MIA,SMF,124,1560
DEN,AUS,103,2923
SLC,STL,105,4136
HNL,TPA,157,3553
SMF,DCA,45,773
BOS,IND,79,660
CVG,MSY,10,1583
SEA,SMF,155,2391
AUS,LAS,90,4011
IND,SFO,18,884
MKE,SEA,73,1413
CVG,RDU,81,4414
PDX,DTW,19,3699
CLT,SMF,127,2652
CMH,ATL,176,3251
DCA,MDW,23,4275
ORD,DTW,42,337
AUS,MSP,173,3890
MSY,DCA,5,389
MIA,SAN,99,938
AUS,MSP,88,3095
IND,MIA,136,3943
DEN,IAH,32,2458
DEN,SJC,63,4279
SMF,IND,76,2504
DFW,MSP,39,1823
PHX,SEA,117,4815
SEA,LAX,98,3045
FLL,MSY,53,4361
JFK,PHX,109,3844
FLL,DCA,172,3327
BWI,MCO,81,315
MSY,IND,73,4957
CVG,DFW,132,1579
PIT,MDW,51,1272
DTW,SMF,30,3878
SMF,SAN,149,451
CLT,PDX,17,710
PHL,HNL,60,1590
SEA,PDX,134,3316
HNL,SLC,119,3355
RDU,MSP,64,2734
SAN,ATL,102,513
FLL,JFK,12,4677
HNL,CMH,55,3555
MSY,DEN,78,1691
LAX,LAS,22,2833
DCA,DFW,156,834
PDX,CMH,170,101
BWI,LAX,78,4500
RDU,MIA,92,825
SMF,PDX,130,3934
OAK,IND,77,1501
SAN,DCA,122,4971
CLT,SMF,12,1442
STL,BWI,119,1817
SJC,PIT,128,448
LAS,SFO,173,3843
CMH,BOS,32,4228
SLC,FLL,12,4425
BWI,PDX,115,4618
ORD,AUS,55,241
SAN,MKE,125,1874
SLC,AUS,160,1226
STL,DCA,16,3471
BOS,ORD,18,2786
PHL,CLT,132,577
BWI,PDX,178,4303
SLC,SAN,32,3722
MCO,TPA,49,1792
STL,PHL,166,2136
SFO,MIA,172,4683
STL,DCA,23,3129
MSP,PHL,72,3813
DCA,SLC,89,2607
CLT,HNL,100,4404
MKE,DFW,173,3846
ORD,SJC,106,4969
AUS,DFW,108,326
BOS,CMH,167,4202
SMF,IAH,126,4570
ORD,IND,157,2436
CVG,RDU,48,241
BOS,LAS,170,766
MSY,MIA,29,2182
SAN,TPA,168,2154
MSY,OAK,5,4786
DCA,SEA,145,4763
FLL,TPA,34,4220
PIT,RDU,21,488
SLC,PIT,68,925
DCA,ATL,71,3498
MIA,ORD,179,2852
TPA,LAS,121,4229
RDU,MDW,8,2782
JFK,PDX,23,4625
CLT,IAH,120,4132
HNL,MSY,123,195
STL,SMF,129,1493
SMF,MIA,38,1669
SEA,SFO,141,4205
JFK,LAX,40,839
MDW,SFO,173,3429
OAK,FLL,106,2587
MSP,CLE,107,4902
SMF,DEN,54,1871
AUS,CMH,22,603
CMH,SFO,150,2886
MIA,SMF,32,1668
BOS,MDW,63,3843
ATL,OAK,137,344
TPA,FLL,116,3117
MIA,MDW,86,2778
PDX,PHX,8,1985
SLC,CMH,96,4679
MIA,SJC,46,3714
STL,JFK,58,2656
SJC,MIA,97,2664
CVG,BWI,38,767
BWI,LAX,79,1995
LAX,SEA,20,2244
PHL,TPA,26,209
PHL,SLC,21,3806
DFW,BOS,14,3573
PIT,CMH,152,3735
SLC,SFO,6,4368
AUS,SFO,44,2176
MDW,DEN,87,742
ORD,SAN,104,1045
PHL,MSY,130,3584
SMF,CVG,36,3220
SLC,CLT,169,219
DFW,SLC,130,4262
MDW,SMF,76,475
OAK,SEA,8,3111
IND,DEN,87,846
PHX,HNL,140,2654
SEA,MDW,74,202
PDX,CLT,11,2878
LAX,ORD,83,4936
SLC,PDX,110,1826
TPA,PIT,66,1221
MKE,SEA,83,4557
ATL,FLL,118,2017
DTW,MCO,30,4452
SJC,PHX,71,3209
SJC,LAS,85,4060
DCA,MSP,99,3273
CMH,TPA,34,4921
MKE,BOS,46,1714
IAH,MSY,153,3113
PHL,OAK,180,3832
PIT,BWI,47,772
RDU,SMF,95,3943
SFO,AUS,88,4158
PHL,IND,15,923
MDW,OAK,18,3024
AUS,SFO,119,4336
PHX,ATL,6,4191
DTW,TPA,133,4466
IAH,CLE,34,1172
PHX,LAS,166,4721
SEA,SAN,178,4249
LAS,FLL,118,4023
MDW,OAK,76,2592
FLL,TPA,53,586
DFW,BOS,6,2620
PIT,HNL,124,2782
BWI,SAN,100,2304
PHL,PIT,174,306
FLL,BOS,73,2318
PIT,TPA,150,3420
LAS,SAN,110,982
HNL,MSY,45,2130
BWI,LAS,159,3169
TPA,PDX,45,457
IAH,CVG,37,3574
TPA,ATL,121,3315
MSP,MCO,162,2212
BOS,TPA,39,751
SEA,STL,23,2894
MIA,JFK,111,4782
SEA,DEN,60,4639
MCO,MDW,28,2912
ATL,MSP,93,1013
PIT,BWI,101,4712
OAK,BOS,5,1180
PIT,SMF,55,2349
LAX,ORD,65,1998
CLT,SFO,99,3531
PIT,IND,170,1310
FLL,SFO,133,1826
SFO,CMH,175,3001
IAH,PDX,113,4626
MIA,OAK,86,205
SEA,SJC,76,2921
DFW,FLL,122,764
CLT,DTW,150,1805
CLE,STL,122,1421
LAS,CLT,41,4367
DCA,BOS,135,4916
LAX,MSY,85,4163
MSY,CLT,177,742
SLC,PHX,165,4446
MKE,SEA,16,1714
SMF,SJC,151,615
CMH,MSP,23,1676
DEN,MSP,11,3504
CVG,HNL,120,2163
SEA,PHX,117,479
DTW,MDW,71,3268
FLL,MSY,26,2122
SEA,ORD,180,1143
BWI,STL,173,4405
CLT,DCA,40,4224
DTW,FLL,8,3564
RDU,JFK,81,2858
RDU,CMH,8,3082
FLL,MSY,98,2786
SMF,LAS,109,2357
STL,IAH,178,4366
BOS,SFO,73,153
PHX,PIT,74,377
CLE,SAN,146,1395
HNL,JFK,23,2013
AUS,IND,44,1302
MKE,TPA,131,2499
SEA,CMH,132,2767
MSY,TPA,123,276
ORD,BOS,47,867
PHL,SLC,27,3282
IND,JFK,9,2287
BWI,JFK,115,2125
BOS,SLC,17,2142
PHX,STL,18,2283
DEN,OAK,91,1703
HNL,IND,126,3727
IND,STL,155,3982
CMH,DEN,169,2093
JFK,FLL,116,2469
MKE,DEN,107,1773
BOS,DEN,168,2581
HNL,MDW,173,1713
TPA,SMF,148,4549
LAX,CMH,135,1295
MIA,SFO,170,3411
TPA,OAK,95,856
MSY,MKE,180,2215
SAN,MIA,171,2839
PHL,MIA,124,4502
SAN,JFK,100,1242
DTW,PHL,5,2140
LAX,SMF,125,4312
SLC,BWI,172,2187
TPA,CLE,13,705
LAS,TPA,99,2148
BWI,SJC,58,673
JFK,SJC,56,940
PDX,STL,49,4779
LAS,MCO,37,3217
CVG,ATL,59,1321
BWI,ORD,70,2320
PDX,TPA,57,969
MSP,MCO,178,2518
DEN,MSP,10,3641
BOS,ATL,64,3104
SEA,BWI,62,3414
IND,OAK,145,3952
PHX,SLC,60,426
PIT,MIA,60,4684
MKE,MDW,143,4768
CMH,PHX,30,2360
ATL,LAS,63,1072
ORD,MSP,164,4483
LAX,SJC,56,3429
SJC,MDW,133,893
ATL,SJC,88,764
RDU,LAX,10,1685
ATL,STL,110,604
MCO,PDX,73,904
MSP,ATL,22,997
DCA,SEA,175,1327
PHL,IAH,118,2263
ATL,ORD,95,4360
HNL,CLT,48,2771
CLE,MDW,65,1153
LAX,DCA,5,453
CLE,PHX,136,1072
DFW,MDW,174,3127
HNL,SJC,143,1242
LAX,OAK,168,2528
LAX,FLL,154,1899
FLL,STL,66,209
CLE,MIA,95,4146
DEN,PHX,155,630
HNL,STL,9,886
BOS,PDX,78,3998
PDX,TPA,44,190
MDW,PIT,25,630
MKE,AUS,172,1432
ATL,SMF,161,1432
ORD,TPA,68,3242
MSP,CMH,116,3788
PDX,PHL,68,851
CMH,PIT,87,1197
MKE,CMH,123,2689
SJC,ORD,147,4102
CVG,PHX,61,2520
LAX,CLT,81,4617
ATL,MSP,147,3392
DFW,ORD,144,1406
SEA,TPA,48,3314
AUS,CVG,129,3190
MIA,SLC,166,2695
MSY,IND,131,1123
DCA,IAH,41,879
MSP,FLL,79,1309
PIT,CMH,102,191
BOS,MKE,138,2670
MSY,STL,74,2481
IAH,ORD,124,4358
MCO,ATL,9,4597
MDW,LAX,6,4004
DEN,MSP,25,2961
CLT,BWI,167,2178
LAX,FLL,28,1925
FLL,MDW,87,3916
CVG,SAN,85,4668
IAH,MKE,17,4353
SLC,JFK,68,1777
HNL,TPA,147,819
DEN,SLC,151,544
CLT,MSP,164,1613
SLC,LAX,93,125
SFO,SLC,61,3175
FLL,IAH,57,3415
CLT,DCA,114,2162
RDU,TPA,30,2512
CLE,TPA,103,3144
AUS,ATL,68,2949
DFW,CLT,127,3431
MDW,STL,129,3258
JFK,MIA,35,373
ATL,SJC,88,4505
